Employee ID,Gender,Ethnicity,Age Group,Job Grade,Employment Type,Anual Salary,Year
454,Female,Hispanic,40-49,5,Full-Time,"$82,817.33",2023
455,Male,Hispanic,50-59,7,Part-Time,"$86,799.06",2023
456,Female,Black,30-39,6,Part-Time,"$53,926.41",2024
457,Female,Hispanic,30-39,10,Casual,"$110,310.53",2022
458,Male,Hispanic,40-49,2,Full-Time,"$104,471.36",2023
459,Male,Hispanic,50-59,6,Casual,"$37,416.24",2024
460,Male,White,40-49,10,Part-Time,"$55,666.85",2023
461,Male,African,40-49,9,Full-Time,"$71,952.44",2022
462,Male,Hispanic,20-29,8,Casual,"$53,126.14",2023
463,Female,African,50-59,11,Casual,"$88,246.90",2023
464,Male,Asian,40-49,11,Full-Time,"$23,279.52",2023
465,Female,Black,30-39,2,Full-Time,"$103,907.05",2022
466,Male,Asian,50-59,10,Casual,"$49,270.31",2022
467,Male,White,50-59,4,Part-Time,"$50,070.91",2022
468,Female,African,30-39,8,Part-Time,"$88,194.14",2023
469,Male,Black,50-59,1,Full-Time,"$92,972.50",2022
470,Female,Asian,40-49,5,Part-Time,"$10,636.47",2023
471,Male,Hispanic,20-29,5,Full-Time,"$37,101.20",2024
472,Female,Asian,20-29,7,Part-Time,"$52,330.35",2024
473,Male,White,20-29,4,Part-Time,"$46,830.49",2024
474,Female,Asian,30-39,2,Casual,"$34,807.54",2022
475,Female,Asian,40-49,12,Part-Time,"$44,526.67",2023
476,Male,Hispanic,50-59,12,Casual,"$40,757.47",2023
477,Female,White,30-39,1,Casual,"$76,871.78",2024
478,Male,Black,30-39,7,Part-Time,"$25,702.38",2023
479,Male,Black,30-39,12,Casual,"$12,893.59",2022
480,Female,Hispanic,30-39,7,Full-Time,"$6,192.82",2023
481,Female,Asian,40-49,4,Full-Time,"$65,333.69",2023
482,Female,African,20-29,7,Full-Time,"$115,238.69",2024
483,Male,African,20-29,10,Part-Time,"$72,723.48",2024
484,Female,Black,20-29,4,Part-Time,"$6,198.96",2022
485,Female,Hispanic,30-39,9,Casual,"$81,008.60",2024
486,Male,Asian,20-29,7,Casual,"$23,180.45",2022
487,Male,Hispanic,20-29,1,Full-Time,"$78,624.54",2024
488,Female,Black,30-39,3,Full-Time,"$19,116.41",2023
489,Male,Hispanic,20-29,2,Full-Time,"$116,197.91",2022
490,Female,White,20-29,3,Full-Time,"$85,890.66",2024
491,Male,African,30-39,7,Full-Time,"$5,079.20",2023
492,Female,White,40-49,9,Part-Time,"$76,015.06",2022
493,Female,Asian,50-59,4,Part-Time,"$96,792.92",2024
494,Male,Black,50-59,7,Casual,"$64,627.51",2023
495,Male,African,40-49,7,Casual,"$56,953.95",2022
496,Female,Black,40-49,4,Part-Time,"$55,857.11",2023
497,Female,Black,20-29,2,Part-Time,"$70,868.36",2024
498,Male,Asian,20-29,2,Part-Time,"$57,497.04",2024
499,Male,Hispanic,40-49,12,Full-Time,"$94,460.35",2024
500,Male,White,40-49,6,Part-Time,"$62,838.09",2022
501,Female,Hispanic,40-49,4,Casual,"$7,511.84",2024
502,Male,White,30-39,3,Full-Time,"$47,997.35",2022
503,Female,Black,50-59,10,Part-Time,"$91,189.11",2022
504,Male,African,40-49,3,Casual,"$101,448.83",2022
505,Female,Black,30-39,12,Casual,"$78,385.07",2022
506,Female,Asian,50-59,12,Part-Time,"$93,569.94",2022
507,Female,Black,40-49,11,Full-Time,"$17,714.48",2024
508,Male,Asian,40-49,1,Full-Time,"$74,850.75",2024
509,Male,White,40-49,12,Part-Time,"$80,012.02",2023
510,Male,Hispanic,50-59,4,Part-Time,"$103,131.17",2022
511,Female,African,20-29,1,Casual,"$4,689.09",2022
512,Female,White,30-39,1,Casual,"$113,929.99",2024
513,Male,African,50-59,6,Full-Time,"$91,432.84",2023
514,Male,Black,40-49,2,Full-Time,"$79,608.28",2024
515,Female,Black,40-49,2,Casual,"$23,366.80",2024
516,Male,White,40-49,5,Full-Time,"$11,479.11",2022
517,Male,African,20-29,6,Full-Time,"$21,695.24",2024
518,Female,African,40-49,11,Casual,"$91,475.83",2023
519,Male,Hispanic,20-29,8,Part-Time,"$5,288.76",2024
520,Female,Black,50-59,6,Casual,"$7,194.42",2023
521,Male,White,50-59,9,Part-Time,"$14,165.49",2022
522,Female,African,50-59,1,Part-Time,"$40,209.96",2024
523,Male,Hispanic,40-49,12,Part-Time,"$89,216.41",2022
524,Female,African,50-59,5,Casual,"$3,943.71",2024
525,Female,White,30-39,2,Casual,"$119,521.07",2024
526,Female,Black,20-29,10,Casual,"$94,640.87",2022
527,Male,Black,50-59,8,Casual,"$66,108.53",2023
528,Male,Black,30-39,9,Full-Time,"$23,911.18",2023
529,Male,Hispanic,50-59,12,Part-Time,"$82,035.07",2022
530,Male,Asian,50-59,5,Part-Time,"$29,292.85",2023
531,Female,White,40-49,5,Part-Time,"$103,782.17",2022
532,Male,Hispanic,30-39,2,Full-Time,"$55,840.84",2022
533,Female,Black,40-49,7,Part-Time,"$67,260.45",2024
534,Male,Hispanic,20-29,5,Casual,"$33,412.73",2022
535,Male,White,20-29,10,Casual,"$110,419.01",2022
536,Male,African,40-49,8,Full-Time,"$56,794.27",2022
537,Female,Hispanic,50-59,4,Casual,"$89,670.40",2023
538,Female,Hispanic,50-59,4,Part-Time,"$75,591.20",2022
539,Male,African,40-49,2,Full-Time,"$26,171.94",2023
540,Female,Hispanic,40-49,8,Casual,"$67,204.15",2022
541,Male,Hispanic,40-49,3,Full-Time,"$20,740.98",2024
542,Male,White,40-49,7,Full-Time,"$109,162.37",2022
543,Female,Asian,20-29,7,Part-Time,"$87,396.51",2023
544,Male,Asian,20-29,2,Part-Time,"$65,566.15",2024
545,Male,African,30-39,3,Part-Time,"$103,005.60",2024
546,Male,African,30-39,9,Full-Time,"$57,216.04",2024
547,Male,African,50-59,5,Part-Time,"$108,867.08",2024
548,Female,African,30-39,10,Full-Time,"$42,502.29",2022
549,Female,African,50-59,9,Casual,"$20,467.44",2022
550,Male,Asian,50-59,2,Full-Time,"$29,348.17",2023
551,Female,White,20-29,10,Casual,"$2,505.67",2022
552,Male,Asian,50-59,5,Full-Time,"$74,553.22",2024
553,Male,Black,20-29,9,Full-Time,"$51,672.24",2022
554,Male,Hispanic,50-59,11,Full-Time,"$30,465.15",2023
555,Male,African,50-59,11,Part-Time,"$44,724.02",2022
556,Female,Hispanic,20-29,1,Casual,"$103,787.39",2023
557,Female,White,20-29,2,Casual,"$4,353.78",2022
558,Male,Hispanic,40-49,7,Casual,"$71,711.31",2024
559,Male,African,20-29,4,Full-Time,"$12,664.72",2022
560,Female,Hispanic,30-39,7,Part-Time,"$31,355.75",2022
561,Female,African,50-59,7,Casual,"$26,267.74",2024
562,Male,Black,50-59,2,Casual,"$71,805.78",2022
563,Male,Black,50-59,10,Part-Time,"$83,062.44",2022
564,Male,Asian,30-39,5,Full-Time,"$81,889.23",2024
565,Female,Black,40-49,7,Casual,"$96,138.83",2022
566,Female,Black,20-29,5,Full-Time,"$69,052.53",2022
567,Female,Hispanic,20-29,6,Part-Time,"$24,694.50",2024
568,Male,Black,30-39,9,Part-Time,"$70,313.69",2024
569,Male,Asian,30-39,9,Casual,"$35,236.26",2022
570,Female,White,50-59,4,Part-Time,"$35,655.16",2022
571,Female,Asian,30-39,7,Full-Time,"$7,534.57",2022
572,Male,African,20-29,12,Casual,"$59,101.82",2024
573,Male,Asian,20-29,8,Casual,"$85,863.94",2023
574,Male,White,30-39,9,Full-Time,"$56,721.66",2024
575,Female,White,40-49,6,Casual,"$105,929.70",2024
576,Male,Hispanic,50-59,2,Full-Time,"$57,096.16",2022
577,Female,Hispanic,50-59,7,Full-Time,"$12,996.07",2024
578,Male,White,30-39,6,Casual,"$88,050.07",2023
579,Male,White,50-59,3,Full-Time,"$49,766.89",2022
580,Female,Asian,30-39,1,Full-Time,"$49,850.19",2023
581,Female,African,40-49,5,Casual,"$109,335.98",2024
582,Female,White,20-29,1,Full-Time,"$101,048.75",2023
583,Male,Asian,30-39,12,Full-Time,"$104,992.97",2022
584,Male,African,30-39,12,Casual,"$117,247.20",2023
585,Male,African,50-59,2,Full-Time,"$24,246.17",2024
586,Male,Black,30-39,3,Casual,"$43,776.01",2023
587,Male,White,50-59,3,Part-Time,"$97,072.42",2022
588,Male,White,40-49,3,Part-Time,"$104,563.49",2023
589,Female,Asian,50-59,9,Full-Time,"$95,744.42",2022
590,Male,African,40-49,12,Full-Time,"$59,468.78",2023
591,Female,Hispanic,40-49,12,Full-Time,"$57,252.51",2024
592,Male,White,30-39,8,Full-Time,"$64,248.25",2022
593,Female,African,50-59,6,Part-Time,"$106,860.05",2024
594,Female,White,20-29,1,Casual,"$114,409.76",2022
595,Male,African,50-59,1,Part-Time,"$39,114.19",2022
596,Female,Hispanic,30-39,3,Full-Time,"$86,338.05",2023
597,Female,Hispanic,40-49,3,Part-Time,"$64,794.72",2024
598,Female,Black,30-39,8,Casual,"$58,663.39",2022
599,Female,African,40-49,10,Part-Time,"$111,010.91",2024
600,Male,Asian,20-29,10,Full-Time,"$29,637.88",2022
601,Male,African,30-39,3,Full-Time,"$76,380.46",2024
602,Female,Hispanic,30-39,1,Part-Time,"$39,132.29",2024
603,Female,African,40-49,1,Casual,"$19,239.66",2024
604,Male,Hispanic,40-49,5,Casual,"$27,434.53",2023
605,Female,White,20-29,3,Casual,"$4,376.98",2023
606,Male,Hispanic,20-29,9,Part-Time,"$115,262.78",2023
607,Female,African,40-49,2,Part-Time,"$76,079.88",2023
608,Female,Asian,40-49,9,Full-Time,"$58,900.41",2024
609,Male,Black,50-59,10,Full-Time,"$10,627.29",2024
610,Female,Black,30-39,2,Part-Time,"$70,819.50",2024
611,Male,Black,40-49,11,Part-Time,"$76,368.05",2023
612,Female,Asian,40-49,8,Part-Time,"$13,276.65",2022
613,Male,Black,20-29,2,Full-Time,"$57,937.24",2022
614,Male,White,40-49,11,Casual,"$102,837.97",2024
615,Male,African,50-59,6,Casual,"$38,979.52",2022
616,Female,African,20-29,2,Part-Time,"$102,458.00",2022
617,Male,Hispanic,40-49,12,Part-Time,"$73,699.91",2024
618,Female,Asian,30-39,1,Part-Time,"$33,013.18",2023
619,Male,Hispanic,30-39,4,Full-Time,"$28,245.94",2022
620,Male,African,30-39,2,Casual,"$109,036.15",2023
621,Female,African,40-49,8,Full-Time,"$74,620.74",2024
622,Female,Asian,20-29,8,Casual,"$110,907.30",2023
623,Male,African,20-29,7,Casual,"$106,803.88",2024
624,Male,Asian,20-29,2,Part-Time,"$24,071.52",2022
625,Male,African,30-39,3,Casual,"$109,191.56",2023
626,Female,Asian,40-49,6,Full-Time,"$112,978.15",2024
627,Male,African,40-49,2,Full-Time,"$112,424.50",2022
628,Female,Asian,30-39,9,Casual,"$103,251.40",2023
629,Female,Hispanic,50-59,11,Casual,"$89,880.60",2023
630,Female,Asian,20-29,6,Casual,"$16,533.15",2023
631,Male,Black,50-59,11,Casual,"$20,357.35",2024
632,Male,White,20-29,1,Full-Time,"$61,476.88",2024
633,Female,African,20-29,11,Full-Time,"$118,443.41",2023
634,Male,African,40-49,11,Casual,"$40,238.65",2023
635,Female,African,50-59,12,Casual,"$4,063.12",2023
636,Female,Hispanic,50-59,4,Part-Time,"$99,628.72",2023
637,Male,Hispanic,30-39,3,Part-Time,"$69,111.16",2023
638,Male,White,40-49,12,Casual,"$67,999.98",2023
639,Female,Hispanic,40-49,9,Part-Time,"$67,786.89",2024
640,Male,African,50-59,9,Full-Time,"$92,950.13",2024
641,Male,Black,50-59,12,Casual,"$31,460.08",2024
642,Male,White,30-39,3,Part-Time,"$96,610.47",2023
643,Male,Hispanic,40-49,8,Part-Time,"$78,504.65",2023
644,Male,White,30-39,8,Casual,"$96,736.44",2022
645,Male,Hispanic,20-29,12,Full-Time,"$47,426.24",2023
646,Female,Hispanic,50-59,12,Casual,"$110,825.54",2023
647,Male,Black,40-49,8,Part-Time,"$16,569.13",2023
648,Female,African,40-49,10,Casual,"$55,492.55",2023
649,Female,African,30-39,7,Part-Time,"$66,649.72",2024
650,Male,African,40-49,4,Full-Time,"$98,022.07",2023
651,Female,Asian,50-59,11,Casual,"$65,115.17",2024
652,Male,Asian,40-49,5,Part-Time,"$85,576.84",2023
653,Male,White,30-39,6,Full-Time,"$114,871.28",2024
654,Female,Hispanic,50-59,5,Part-Time,"$27,000.96",2023
655,Female,White,40-49,10,Casual,"$16,641.35",2022
656,Male,Hispanic,50-59,4,Part-Time,"$87,948.54",2023
657,Male,White,20-29,11,Full-Time,"$77,181.49",2023
658,Male,African,20-29,11,Part-Time,"$5,052.99",2023
659,Male,African,30-39,1,Casual,"$59,940.41",2023
660,Male,Black,40-49,10,Casual,"$11,754.26",2022
661,Male,Asian,30-39,4,Part-Time,"$43,501.29",2024
662,Female,African,30-39,9,Full-Time,"$57,490.71",2024
663,Male,Hispanic,40-49,12,Casual,"$92,618.35",2022
664,Female,Black,40-49,5,Part-Time,"$100,532.47",2022
665,Female,White,50-59,5,Full-Time,"$72,394.38",2022
666,Male,African,30-39,3,Casual,"$52,523.37",2024
667,Female,White,50-59,12,Casual,"$66,680.90",2024
668,Male,White,40-49,7,Full-Time,"$34,554.72",2022
669,Male,Hispanic,40-49,4,Casual,"$87,753.83",2024
670,Female,African,30-39,7,Casual,"$68,639.52",2023
671,Female,Asian,30-39,9,Part-Time,"$55,358.30",2023
672,Male,Asian,40-49,5,Part-Time,"$86,914.81",2024
673,Male,White,40-49,8,Part-Time,"$105,544.11",2022
674,Female,African,30-39,9,Part-Time,"$62,424.49",2022
675,Male,Hispanic,30-39,1,Casual,"$46,430.31",2022
676,Female,Hispanic,40-49,12,Full-Time,"$13,034.43",2023
677,Male,White,20-29,12,Full-Time,"$13,445.82",2022
678,Female,Asian,40-49,5,Casual,"$36,806.14",2024
679,Female,White,20-29,8,Part-Time,"$107,023.03",2023
680,Female,Black,50-59,1,Casual,"$55,895.82",2024
681,Female,Asian,50-59,7,Part-Time,"$37,242.90",2024
682,Male,White,20-29,7,Part-Time,"$61,638.44",2022
683,Female,African,20-29,4,Casual,"$119,546.65",2023
684,Female,Hispanic,40-49,10,Part-Time,"$3,728.21",2023
685,Male,Asian,30-39,9,Full-Time,"$89,396.08",2024
686,Male,Hispanic,30-39,5,Full-Time,"$118,046.66",2024
687,Female,Black,40-49,10,Full-Time,"$97,209.87",2024
688,Male,White,30-39,1,Casual,"$103,753.06",2022
689,Female,Asian,30-39,2,Full-Time,"$14,941.97",2022
690,Female,Hispanic,30-39,4,Casual,"$98,754.50",2024
691,Female,Hispanic,40-49,9,Part-Time,"$60,703.52",2024
692,Male,Black,50-59,12,Full-Time,"$18,317.63",2022
693,Male,Asian,20-29,5,Casual,"$41,747.96",2024
694,Female,Hispanic,30-39,2,Casual,"$41,224.16",2022
695,Female,White,20-29,7,Full-Time,"$30,953.46",2023
696,Female,Black,20-29,11,Part-Time,"$87,438.54",2024
697,Female,White,40-49,6,Full-Time,"$118,073.41",2022
698,Female,African,40-49,11,Full-Time,"$81,385.37",2024
699,Male,Black,40-49,6,Part-Time,"$106,988.48",2024
700,Male,Asian,20-29,2,Part-Time,"$55,472.93",2024
701,Male,Asian,40-49,9,Full-Time,"$70,352.48",2024
702,Female,Hispanic,20-29,3,Part-Time,"$4,802.25",2024
703,Female,Black,40-49,8,Casual,"$107,585.47",2024
704,Male,White,50-59,1,Casual,"$90,553.26",2024
705,Female,African,40-49,2,Full-Time,"$113,223.21",2022
706,Female,Black,20-29,11,Full-Time,"$89,399.18",2022
707,Female,Black,40-49,7,Part-Time,"$108,442.94",2022
708,Male,Hispanic,40-49,8,Full-Time,"$33,814.32",2023
709,Female,Hispanic,40-49,12,Part-Time,"$3,938.38",2023
710,Male,Black,50-59,5,Full-Time,"$12,126.50",2024
711,Female,White,30-39,6,Part-Time,"$112,605.06",2022
712,Female,Asian,50-59,3,Part-Time,"$102,354.19",2024
713,Female,Hispanic,30-39,5,Casual,"$36,384.49",2024
714,Male,White,20-29,3,Part-Time,"$100,017.91",2024
715,Male,Asian,50-59,9,Part-Time,"$50,889.42",2024
716,Female,African,30-39,10,Part-Time,"$87,369.93",2022
717,Female,Black,30-39,1,Full-Time,"$47,752.41",2024
718,Male,Black,30-39,12,Casual,"$89,820.72",2023
719,Female,African,20-29,7,Part-Time,"$70,606.40",2024
720,Female,African,20-29,5,Part-Time,"$14,904.33",2023
721,Female,African,30-39,2,Full-Time,"$45,563.55",2024
722,Female,Black,50-59,10,Full-Time,"$71,178.82",2023
723,Female,Hispanic,30-39,10,Part-Time,"$43,185.77",2024
724,Male,African,20-29,3,Casual,"$85,503.65",2023
725,Male,Black,50-59,2,Casual,"$88,383.49",2022
726,Female,Black,30-39,4,Casual,"$56,964.60",2022
727,Female,Asian,30-39,12,Casual,"$30,715.93",2024
728,Female,White,20-29,6,Casual,"$75,501.43",2024
729,Male,Asian,30-39,6,Full-Time,"$78,852.04",2022
730,Male,White,30-39,9,Part-Time,"$82,731.45",2023
731,Male,African,50-59,6,Casual,"$35,134.85",2024
732,Male,Black,50-59,11,Full-Time,"$13,706.47",2024
733,Male,Asian,40-49,6,Part-Time,"$14,473.09",2022
734,Female,Asian,40-49,1,Full-Time,"$109,769.35",2024
735,Male,Black,50-59,6,Casual,"$98,160.17",2024
736,Female,African,50-59,9,Casual,"$64,271.40",2023
737,Female,African,30-39,11,Casual,"$40,141.76",2024
738,Male,Black,20-29,6,Casual,"$74,321.85",2024
739,Male,African,20-29,10,Part-Time,"$30,961.78",2024
740,Female,Hispanic,30-39,1,Full-Time,"$96,089.70",2023
741,Male,African,50-59,12,Full-Time,"$16,544.70",2022
742,Female,Black,50-59,1,Casual,"$10,335.87",2023
743,Female,Hispanic,30-39,4,Full-Time,"$64,230.23",2023
744,Male,Hispanic,50-59,1,Casual,"$106,646.08",2023
745,Female,Black,30-39,2,Full-Time,"$53,263.08",2023
746,Male,Hispanic,20-29,9,Part-Time,"$79,005.98",2022
747,Female,African,30-39,9,Casual,"$91,305.93",2024
748,Female,Hispanic,20-29,5,Part-Time,"$14,293.73",2023
749,Female,White,50-59,10,Part-Time,"$48,649.14",2022
750,Male,African,40-49,3,Casual,"$56,890.64",2023
751,Male,African,50-59,7,Part-Time,"$90,686.87",2022
752,Female,Black,20-29,12,Part-Time,"$83,853.70",2024
753,Female,Hispanic,40-49,11,Part-Time,"$70,296.50",2023
754,Female,African,20-29,8,Part-Time,"$89,684.72",2023
755,Female,White,30-39,5,Full-Time,"$89,279.85",2024
756,Male,Black,40-49,12,Casual,"$56,266.95",2024
757,Male,White,20-29,1,Full-Time,"$43,902.54",2022
758,Female,Hispanic,30-39,4,Full-Time,"$69,675.90",2024
759,Female,Asian,20-29,1,Full-Time,"$8,161.99",2024
760,Female,Asian,20-29,10,Full-Time,"$23,483.21",2023
761,Female,Black,30-39,6,Full-Time,"$78,208.85",2022
762,Female,Hispanic,40-49,9,Casual,"$52,691.02",2022
763,Female,Black,40-49,5,Full-Time,"$17,424.16",2022
764,Female,Asian,50-59,7,Casual,"$107,419.96",2023
765,Male,Black,40-49,3,Full-Time,"$51,878.39",2024
766,Male,Black,40-49,1,Part-Time,"$56,596.48",2024
767,Female,White,40-49,10,Full-Time,"$43,506.92",2022
768,Male,Hispanic,20-29,4,Part-Time,"$105,999.05",2023
769,Male,Black,40-49,1,Full-Time,"$43,825.19",2023
770,Female,White,30-39,6,Part-Time,"$15,311.61",2022
771,Male,African,20-29,12,Full-Time,"$26,387.67",2024
772,Male,White,20-29,3,Full-Time,"$115,354.91",2024
773,Female,Asian,40-49,9,Casual,"$49,203.36",2024
774,Female,Black,50-59,9,Full-Time,"$99,723.25",2023
775,Male,Hispanic,30-39,8,Full-Time,"$15,683.38",2024
776,Female,African,50-59,1,Casual,"$84,905.62",2024
777,Male,Hispanic,20-29,8,Casual,"$84,002.30",2023
778,Male,Asian,20-29,9,Part-Time,"$39,458.11",2024
779,Male,White,20-29,8,Part-Time,"$25,596.60",2024
780,Female,White,50-59,4,Full-Time,"$98,996.42",2023
781,Female,White,50-59,10,Casual,"$56,166.99",2022
782,Male,Black,50-59,8,Casual,"$32,485.54",2023
783,Male,Hispanic,30-39,5,Full-Time,"$83,595.77",2023
784,Female,African,20-29,5,Part-Time,"$80,518.19",2023
785,Male,Asian,30-39,5,Part-Time,"$102,319.37",2023
786,Male,Hispanic,20-29,9,Part-Time,"$107,202.37",2023
787,Male,Hispanic,50-59,6,Part-Time,"$30,548.14",2024
788,Male,Hispanic,40-49,11,Part-Time,"$53,614.10",2024
789,Female,Hispanic,40-49,10,Full-Time,"$63,920.09",2024
790,Male,Hispanic,20-29,11,Casual,"$83,009.47",2023
791,Male,Hispanic,50-59,6,Casual,"$46,167.75",2023
792,Female,African,20-29,2,Part-Time,"$98,056.30",2022
793,Male,African,40-49,7,Casual,"$4,421.58",2022
794,Female,African,40-49,9,Full-Time,"$75,842.78",2024
795,Female,Black,20-29,8,Full-Time,"$23,000.67",2024
796,Female,White,20-29,9,Part-Time,"$98,152.92",2023
797,Male,White,30-39,3,Full-Time,"$107,496.68",2023
798,Female,Hispanic,40-49,6,Casual,"$71,977.33",2024
799,Male,Asian,30-39,12,Casual,"$60,971.03",2023
800,Male,White,30-39,6,Full-Time,"$89,402.38",2022
801,Male,Black,20-29,11,Part-Time,"$111,102.83",2022
802,Female,White,50-59,1,Casual,"$107,083.41",2022
803,Male,White,20-29,11,Full-Time,"$50,891.38",2023
804,Female,Asian,30-39,1,Casual,"$73,089.06",2022
805,Male,African,40-49,6,Full-Time,"$49,616.36",2023
806,Male,Hispanic,40-49,1,Full-Time,"$109,451.16",2024
807,Male,African,50-59,3,Full-Time,"$66,651.51",2024
808,Male,Black,30-39,1,Part-Time,"$79,476.48",2022
809,Male,White,20-29,1,Full-Time,"$108,238.87",2022
810,Female,Asian,40-49,2,Casual,"$66,705.28",2024
811,Female,Black,30-39,2,Casual,"$97,856.19",2022
812,Female,African,20-29,10,Casual,"$87,924.93",2023
813,Female,Asian,40-49,10,Casual,"$40,546.73",2023
814,Male,African,20-29,5,Casual,"$94,984.43",2023
815,Male,Black,50-59,1,Casual,"$115,262.81",2024
816,Male,Black,20-29,7,Full-Time,"$50,491.23",2024
817,Female,White,20-29,11,Part-Time,"$53,473.63",2023
818,Female,Asian,30-39,3,Casual,"$112,855.19",2023
819,Male,Hispanic,50-59,3,Casual,"$74,346.92",2024
820,Male,White,50-59,2,Part-Time,"$74,830.13",2023
821,Female,Hispanic,30-39,10,Full-Time,"$58,677.02",2023
822,Female,African,40-49,1,Part-Time,"$100,779.14",2024
823,Female,African,40-49,9,Casual,"$57,641.21",2024
824,Female,Hispanic,30-39,11,Part-Time,"$95,839.41",2024
825,Male,Asian,30-39,9,Part-Time,"$114,562.10",2022
826,Female,African,40-49,2,Full-Time,"$52,418.22",2024
827,Female,Black,50-59,6,Part-Time,"$75,069.15",2024
828,Male,Asian,30-39,11,Casual,"$88,234.30",2022
829,Female,Asian,30-39,2,Full-Time,"$62,545.11",2023
830,Male,White,30-39,11,Full-Time,"$8,918.06",2024
831,Male,Asian,50-59,5,Part-Time,"$64,601.67",2022
832,Male,African,40-49,4,Part-Time,"$61,163.96",2022
833,Female,White,30-39,12,Full-Time,"$66,106.31",2022
834,Male,African,50-59,6,Casual,"$110,420.72",2022
835,Female,Black,20-29,10,Casual,"$87,105.40",2022
836,Male,Black,30-39,8,Full-Time,"$93,083.10",2024
837,Female,White,50-59,9,Part-Time,"$73,692.56",2024
838,Female,Asian,50-59,9,Full-Time,"$27,458.62",2023
839,Female,Asian,30-39,11,Casual,"$6,742.40",2023
840,Female,African,20-29,12,Casual,"$68,543.22",2022
841,Female,Black,20-29,12,Part-Time,"$59,960.71",2024
842,Male,Black,50-59,10,Full-Time,"$118,609.05",2022
843,Male,White,30-39,4,Full-Time,"$112,224.38",2024
844,Male,White,40-49,5,Part-Time,"$113,983.43",2023
845,Female,African,40-49,3,Full-Time,"$84,455.62",2022
846,Male,African,40-49,9,Casual,"$7,252.37",2022
847,Female,Asian,30-39,2,Casual,"$49,228.05",2023
848,Male,Black,50-59,6,Part-Time,"$95,095.32",2024
849,Male,White,20-29,6,Full-Time,"$88,774.89",2023
850,Female,Black,20-29,9,Part-Time,"$86,484.01",2024
851,Male,Asian,40-49,3,Full-Time,"$74,206.64",2022
852,Female,Black,50-59,7,Part-Time,"$19,105.77",2024
853,Female,African,40-49,2,Part-Time,"$112,431.06",2023
854,Female,Black,20-29,6,Full-Time,"$43,280.42",2024
855,Male,White,20-29,9,Casual,"$12,915.94",2023
856,Male,African,50-59,10,Full-Time,"$107,528.03",2024
857,Male,African,50-59,4,Full-Time,"$37,501.86",2023
858,Male,White,40-49,8,Casual,"$25,425.90",2022
859,Male,Asian,50-59,8,Part-Time,"$102,365.41",2024
860,Male,Black,40-49,11,Full-Time,"$106,042.83",2023
861,Female,Hispanic,20-29,12,Part-Time,"$112,282.14",2023
862,Male,Hispanic,40-49,6,Casual,"$74,130.59",2024
863,Male,Black,30-39,2,Full-Time,"$106,159.36",2023
864,Female,Hispanic,20-29,8,Full-Time,"$17,308.34",2023
865,Male,African,30-39,5,Full-Time,"$3,665.26",2022
866,Female,White,30-39,1,Full-Time,"$99,224.44",2022
867,Female,Asian,50-59,12,Full-Time,"$29,313.80",2022
868,Male,Asian,40-49,5,Part-Time,"$8,234.85",2024
869,Female,Hispanic,20-29,8,Part-Time,"$16,565.75",2024
870,Male,Asian,50-59,8,Part-Time,"$30,240.07",2022
871,Male,Hispanic,20-29,4,Casual,"$86,851.59",2024
872,Male,Hispanic,30-39,5,Part-Time,"$82,641.65",2022
873,Male,Hispanic,50-59,12,Part-Time,"$15,283.13",2024
874,Male,Black,20-29,11,Part-Time,"$30,995.83",2023
875,Male,Black,40-49,1,Casual,"$109,824.98",2022
876,Male,White,30-39,10,Full-Time,"$39,944.19",2023
877,Male,African,30-39,12,Casual,"$64,973.37",2023
878,Female,Hispanic,20-29,8,Part-Time,"$95,454.78",2022
879,Female,Black,50-59,8,Full-Time,"$102,379.04",2023
880,Male,Hispanic,40-49,10,Full-Time,"$100,296.11",2022
881,Female,Asian,40-49,5,Casual,"$95,339.12",2022
882,Male,White,30-39,7,Casual,"$91,656.87",2022
883,Female,White,50-59,2,Part-Time,"$113,013.09",2024
884,Male,Black,40-49,11,Part-Time,"$116,066.12",2023
885,Female,African,40-49,5,Part-Time,"$80,234.54",2022
886,Male,African,30-39,7,Full-Time,"$101,780.18",2023
887,Male,Asian,40-49,5,Full-Time,"$99,247.26",2023
888,Male,White,50-59,8,Casual,"$108,082.75",2022
889,Male,African,30-39,1,Casual,"$77,370.00",2023
890,Female,Hispanic,40-49,8,Full-Time,"$73,496.92",2023
891,Male,Hispanic,20-29,7,Part-Time,"$31,097.19",2023
892,Male,African,50-59,8,Casual,"$65,916.78",2023
893,Female,Black,50-59,7,Casual,"$54,106.16",2024
894,Male,African,40-49,8,Full-Time,"$116,140.14",2024
895,Female,White,40-49,12,Part-Time,"$87,979.60",2024
896,Male,Asian,50-59,10,Part-Time,"$73,296.81",2023
897,Male,White,20-29,3,Full-Time,"$46,382.41",2022
898,Female,African,50-59,2,Part-Time,"$61,875.07",2022
899,Female,Asian,50-59,10,Part-Time,"$52,324.29",2022
900,Female,African,40-49,12,Casual,"$94,203.72",2023
901,Male,White,20-29,6,Casual,"$66,039.83",2023
902,Female,African,30-39,6,Casual,"$69,337.47",2023
903,Female,White,30-39,7,Full-Time,"$51,338.79",2024
904,Female,African,30-39,12,Part-Time,"$76,454.08",2024
905,Female,Hispanic,20-29,10,Full-Time,"$106,971.66",2024
906,Female,Hispanic,40-49,5,Full-Time,"$3,855.63",2023
